genes	Pt1	Pt2	Pt4	Pt5	Pt6	Pt7	Pt8	Pt9	Pt10	Pt12	Pt13	Pt14	Pt15	Pt19	Pt20	Pt22	Pt23	Pt25	Pt27	Pt27.1	Pt28	Pt29	Pt31	Pt32	Pt35	Pt37	Pt38
RUNX1T1	8.64078416810197	5.8309091849023	4.61364960350577	4.82593660056812	6.33102487317567	5.66096541334883	6.59457167273702	7.8042285651216	8.19848676955129	7.89293077279193	7.32304810455233	7.25683201817874	5.95887217226562	6.10967983393866	5.56475888626772	9.00793556922283	7.49607187088787	9.14740594030471	6.93050743581653	6.0287804693301	6.84596889053559	7.21357625042341	7.66186108739104	11.3334722089686	6.51580862991713	4.61934955314716	7.86851390696896
KLRC2	3.15971444774838	1.28326521830399	1.3892630313753	0.871197717708603	2.72873580209727	6.57862711031622	2.24812461096631	3.12757650587458	0.724234102166994	3.16824071752425	3.46992112460873	6.79376689749347	2.32573125784173	3.17096714723348	8.05722714146607	2.7598596732324	4.90345012227506	3.51447215049891	3.11239927547871	1.99646547480993	2.13885530000449	4.02518031341447	0	8.76701829962365	5.31931802752704	2.36764662815009	4.52432462038448
VAT1L	6.86716795568	4.18639797255884	3.80277090655623	4.20263695186381	3.84481444928163	3.50851242215558	7.74676281102802	3.72840549265503	11.8402568497828	14.2075585079915	8.20343545269986	13.8710332709048	4.17441377935344	3.90798482893335	3.43670871020641	6.10509802267761	6.98782385998451	5.31221940115838	3.59987110265993	3.69608830208556	5.32723585505201	3.44468895970963	6.24756828850996	7.37498524666512	5.7428791555297	2.71105011558954	5.82157001606426
LOC107986639	3.95887065325581	1.28326521830399	1.77786050781305	7.7252771880747	3.12755481603918	3.89150483803173	9.48658155704475	7.86136431487476	1.56368049759157	3.16824071752425	4.897277764333	1.0738380044425	7.20439245772354	1.58574418063149	4.03950367488986	1.28884631550405	1.82884214832043	1.31596125009476	0.761532574832726	0.805336253835276	0	0	2.50749463432329	1.15788240152613	3.13513093046213	1.25519568180171	5.62108823292828
HOGA1	7.19478655120289	9.22970063513052	6.35706666638932	8.62822709757584	5.95913499364122	5.44877047963555	8.3790856156019	6.99338432633784	2.29635175697904	3.32022274497219	6.00813045588342	5.74116308927232	6.83760078376318	8.40631036734403	5.83694897399563	5.26777823836682	4.36242137029493	4.9445601317192	8.25848388707125	8.68965465972232	5.49996130976812	7.1419248463641	5.26643198159347	4.67953274768779	7.10063024154613	5.58969871186652	7.43383162740436
FGF14	5.83837382254497	3.93912510725243	0.855769840549742	2.93233463206372	5.06027592159683	5.15389459605132	4.55482788136967	5.11013392474094	5.56357488326697	4.90505884325061	6.00813045588342	8.13222496902974	4.00445582310833	4.6449816747171	3.0036155669009	6.37971758967323	5.29600863295118	4.11989543367701	2.99148207464763	2.45557534316908	2.13885530000449	4.43797703212116	7.04676264973287	8.94696094958203	3.96327871070951	3.7530650340693	4.23414636345047
ZNF208	3.76194152170725	4.06805278064	6.22274470337817	8.5248437971488	8.67376993986416	3.35434693651324	0	8.66777496556258	3.93965107609529	4.39051275759091	6.25931061789345	4.52985333447934	9.63228027550494	3.17096714723348	3.76936271175521	5.74635027872327	3.24920181973575	1.99253758003768	6.82828976982389	8.26442735930195	4.98354645055864	4.10271137127727	6.49249464728188	3.26589851191182	3.66429050953293	1.91609077397972	7.13350556358934
LAMA2	10.7761450905599	8.08749259159232	7.69682615832848	6.47400066594747	7.91244188064144	6.95901108947853	8.88174550782563	10.0116593989598	12.0614931163844	10.5774222191951	9.40781618888231	9.02948667445545	6.57455805385753	8.33655908766218	7.73475187044217	11.0398575187201	9.01767255668645	8.04807072352037	9.22461578514192	7.71640694210129	8.12120276531235	11.6157423398347	7.06370778586026	12.2575752121967	7.6404710119002	6.87661024713885	8.16570147062762
ENSG00000258168	3.95887065325581	4.18639797255884	2.08368882876018	5.77864896802509	8.34899381669103	2.48893321167242	7.6010904807738	7.20367584678429	1.85123672890183	2.58338354217487	3.87581606649948	5.49828397201783	3.81176837359905	2.80835986131617	3.61260239078581	4.01390188642255	4.17127006953641	2.79882328409909	5.13213418663139	6.33963940065556	3.24949261231948	3.03410879343479	5.20666016107906	3.8623784197351	8.4244340176701	2.98822588431654	8.19695759352747
IGFL2-AS1	1.86612041163561	1.28326521830399	0	6.36211430775948	6.47490881662487	1.10662085458724	0	6.21968610560735	1.85123672890183	4.95236251918914	0.78242473793837	0	8.5045851697129	7.68064674408188	2.38184939109038	1.28884631550405	1.82884214832043	1.31596125009476	9.37721595331013	10.0400254697172	4.171577000492	1.88626619796695	6.05763317187729	1.79185303480287	1.9706981234831	8.14241359685967	2.05123097785301
CCDC74A	5.69838673099577	5.31161525892065	7.18121096487833	2.76643952566285	3.34294025300541	7.07462513773964	12.6643357349847	7.48910182659506	10.0620654260091	7.56035749927254	7.32304810455233	8.30094680069353	6.44764134876339	5.49299941530765	4.99495646170094	6.20726736371072	9.51712204438849	9.15496584015117	3.89780301643401	3.99558048882234	5.79353163402618	6.01844750351292	8.71302336706154	8.09986261810952	4.35500565365075	3.89432811175497	4.31234332963923
NR0B1	0	0	2.08368882876018	0	4.75664687076422	0	3.82041094165071	4.84467526601841	9.58086797360103	0.999052832258419	2.4114576187705	5.22750449621911	2.32573125784173	0	0	6.37971758967323	3.78268033702503	7.10905446689286	0.761532574832726	0	1.43406095013454	0	8.36896178812517	10.3027293622453	4.13292818496942	8.43613606307806	1.6305901636256
DMRT2	3.76194152170725	1.28326521830399	2.90261263469752	0.871197717708603	9.13923034663411	2.48893321167242	4.76842481630242	3.65643734551216	8.93668956026578	8.63110501573189	4.19223068701123	4.86681706298325	2.81142935625663	4.6449816747171	3.23635315228716	5.92832354340783	2.13860412726656	3.69124970579216	3.68031758050018	2.8033147570651	1.43406095013454	5.43460932204357	5.83884613202561	2.5668606936901	1.55894593286766	4.84498336504192	4.31234332963923
ATP8A2	5.60345332244068	10.3106065549491	9.06452173686077	10.9878571093381	10.850596953017	8.54069754408957	7.87906587636264	10.3442651406717	8.35031895597911	4.64203707815947	9.71764647419575	4.08940289280304	11.2609591380371	6.19098086667247	6.26334996684576	7.07154438298643	7.60726671065534	4.34808088729531	9.86417698177423	9.52179101510762	5.8371373427774	5.37335536314057	7.161400270647	7.92085400115706	5.57631771502304	5.31599604636721	7.02157274514181
MEG9	3.68983500402076	1.28326521830399	0.855769840549742	0.871197717708603	9.77754640169613	1.72544168607566	0	3.79695348096221	5.2040344893745	3.58322555123355	2.90307174026123	3.45223080983901	1.00237815147651	1.58574418063149	1.26544579026993	5.06500495378139	4.10147781972039	3.07867950738292	2.37065071139579	1.31910116782648	2.13885530000449	1.48431770164401	5.715604901287	5.78599661259754	0	0	0
HES7	3.53381716792755	0	3.62481898065951	2.76643952566285	3.12755481603918	4.58905245500094	2.24812461096631	2.07890240627527	2.47616485014539	6.99811985627556	3.15707801411927	3.65566921646635	4.25243016683595	2.80835986131617	2.38184939109038	0.783802738879619	5.02152685726529	4.23849486635214	1.25736138051813	2.45557534316908	0	5.09846133671772	7.69486603291886	5.6511053870668	1.9706981234831	4.35176493078669	2.05123097785301
DOK6	5.14533597183664	6.0020555679303	2.55049319030421	2.36342460805138	5.43347992315014	4.28203259619847	4.55482788136967	5.23891547025119	5.9457522206091	5.92887346478685	6.17556270180078	4.81111829138227	5.21407751753489	2.32286605996911	4.36850349247874	7.33923395784783	5.41586461165173	8.3476239748611	4.77721148271077	4.80280893998247	5.79353163402618	7.47644690197107	6.4415468769515	10.6014599452348	4.05059569118281	2.36764662815009	6.29584543085877
FBLN2	13.4682472089523	8.11012979201655	8.94872357243236	9.04989585825182	11.3843773163799	13.1382761521372	10.8664659263185	10.540078505957	14.1011824028744	11.3791078628053	11.7924222392685	12.070526320065	9.15449115560089	11.909189317222	9.60255077633322	13.5667197528682	11.1737885327754	11.603373748213	10.8784006567817	8.99035509476834	10.3533496082258	10.2050459747525	11.6509681364184	11.3000461767466	8.8404646914036	8.05482725530605	9.52929686505063
ENSG00000250038	0	0	0.855769840549742	8.36350233663375	8.53835809130668	0	0	6.6851758826338	1.85123672890183	0.999052832258419	1.6599509674026	2.28320787746423	0	1.58574418063149	0	0.783802738879619	0	0	0	0	0	0	0	0	5.57631771502304	1.25519568180171	2.05123097785301
ENSG00000260857	0	5.20348711316791	0	6.63912390966938	0	0	0	7.93545483296421	2.09089301499648	0	0	0.634605316222472	3.17415011985105	0	0	0	0.88817978483552	0	0.761532574832726	0	2.13885530000449	0	0	0	0.980531690359711	8.41869943159179	0
EBF4	9.42245783253398	8.82689770187566	7.91580819389186	3.65632839149521	5.09038253643943	11.0171692867165	7.12695233889056	5.76904759525415	9.05282615288247	10.0370258340327	7.56167006109832	5.97456262755981	6.78606896965906	12.640738996129	6.80628758784301	7.83949037125968	8.57487825913878	9.56559384795716	5.36900761630275	5.11436233378817	8.12120276531235	8.61151568905882	8.2847503403937	10.0763024934929	7.17051892671739	4.44658234860369	6.84866803264285
PPP1R14A	7.83613752179896	6.7810422918932	5.5593167825892	6.10837452176836	5.17710684933737	4.8420617564641	6.67620424387827	7.20367584678429	8.81247282285863	5.52170821953503	6.40125904027835	5.98718361740237	5.86265157910782	5.78251076746877	5.90613592814712	9.32930309378898	8.85488658731592	8.40581253418028	5.97454907197117	3.51925790862566	6.36979783004225	7.82990584171222	8.45496424231167	6.70637759477849	6.64768337466119	5.31599604636721	6.42465429589523
ENSG00000224594	2.49304302922711	3.26353815941057	0.855769840549742	1.80221081432276	0.768580835721523	1.10662085458724	2.72813242627792	2.28387082749674	4.49292807773496	2.58338354217487	1.28690394902998	5.31019131814006	3.17415011985105	1.58574418063149	3.0036155669009	3.15999925920543	4.17127006953641	1.99253758003768	0.761532574832726	1.69717738715082	4.171577000492	1.48431770164401	4.41328099576653	7.91350500036142	2.29065143613488	1.25519568180171	2.05123097785301
FAT3	4.81334362756983	3.64052108478871	3.30844331324567	1.41053740898091	4.82985630287922	2.48893321167242	2.72813242627792	3.01697489114182	8.01065235947771	4.39051275759091	4.82582290039387	3.71757062344217	2.58892391143365	1.58574418063149	0	6.19310731194086	4.68225557530984	6.05627983545311	3.75651419696094	2.8033147570651	4.30178410457698	3.03410879343479	3.7545504541989	8.9433570225359	4.66276445664525	1.25519568180171	2.05123097785301
TNR	4.1321189235305	2.40644859684391	0	2.93233463206372	4.32171276400889	4.19385856464529	3.08768312494673	2.4633084013945	9.88834438906169	5.16808271504759	3.26906777392536	2.7060065669172	6.6046163174984	2.80835986131617	2.72597216176251	6.34171162523143	0.88817978483552	2.45128887891453	2.85949556294296	1.31910116782648	4.42120632088821	3.03410879343479	10.4837038614167	9.87914014658567	3.8703345973732	2.71105011558954	7.10082803350195
ID1	10.5681457863995	9.27046728999366	8.13111019395079	8.57902619782102	8.4883580023626	8.24409058833604	8.73071920178677	9.45814776186131	12.8338889824363	9.17053583722247	9.03070569760111	10.848334010726	8.67362571603531	9.04282928904441	8.82366266695836	10.7243913260033	11.1080191594139	9.47185491201351	8.29407278370954	7.53640734278122	13.1247224714944	9.29565192979988	10.1021861938685	14.3967958478072	9.462689067922	8.44764449507128	10.0508395390728
SOD3	10.2169355347122	11.109304302079	8.67631322359263	6.53976483219334	7.26378292878812	7.29195262317603	14.6398941783557	9.89629863864188	13.5463727514641	13.9068730484068	11.0856704082862	9.86330637848769	6.49655276715497	8.77924682119063	13.9548327671148	10.5303729115373	9.20611513964603	9.26385324708403	9.11853072668839	8.0245906756078	9.7912807863431	8.14140850582945	9.98698918869416	12.1773906042818	7.08002401642548	7.18236955807951	9.86062702044827
F3	9.57536282258931	5.90182208866429	4.8344393169758	4.06647122428044	6.23994929863649	8.3651016378948	8.16954748095767	8.43487699277502	10.0603044671333	7.24604503067534	7.16554838414794	11.8806533717219	7.13400151599568	8.75939286939198	7.65659732823231	9.28659655768822	9.1226960770934	7.47793720802126	7.57602568869231	6.82187546601663	11.7050898549469	9.14802448446327	7.39356482504976	8.28210051155841	7.77475487420288	5.31599604636721	7.21719139259269
ALDOB	3.61393409497029	16.8135463789849	3.18542921484281	1.41053740898091	4.46648320607699	3.18171437902147	5.69024278826431	6.04749706013093	4.31532551559198	3.80559540102307	4.96535994688582	1.4100908064671	3.58931945490422	1.58574418063149	3.43670871020641	4.96854442203187	2.39347041504937	1.99253758003768	1.62567809330205	2.95009088863829	10.7793322178702	3.76393602954775	3.139228648505	2.23078411679353	1.9706981234831	2.71105011558954	3.2304467453252
CABCOCO1	2.31274185460176	2.40644859684391	0.855769840549742	0.871197717708603	0.768580835721523	2.98558067436909	2.72813242627792	7.98404124909019	5.2293306269683	0.999052832258419	2.4114576187705	3.88877481690976	1.00237815147651	0	2.38184939109038	3.37595946288412	2.96471576980321	4.23849486635214	2.37065071139579	1.31910116782648	3.69091276247982	3.44468895970963	2.85766719437838	5.90934696039684	1.9706981234831	1.25519568180171	1.6305901636256
TSPAN11	8.6644932735803	5.93601287952114	7.69118478368485	5.40799992601498	7.08841603289823	6.75844747429989	6.87369163578196	7.65525225592124	13.253893298664	9.61649295699574	9.08718312878201	7.65112126370151	7.97627704039333	9.48700003537236	5.90613592814712	9.9973955621268	9.32953583091725	8.28009227719021	6.26278403023797	6.45477065339743	10.0632536876757	8.63780025424616	7.67294684387742	13.330123455269	6.74251801457955	3.59645358559926	8.35310109883432
LOC107984893	1.21583679519169	0	0.855769840549742	6.56525345374494	0.768580835721523	0	5.93098289756504	5.80277648021774	0	0	0	0	5.98195700013035	0	1.92904470852483	0.783802738879619	0.88817978483552	1.31596125009476	5.71291219753524	6.01216659053507	0	0	2.04411835869915	0	1.55894593286766	0	0
MXRA8	11.8950258812627	8.97812734700955	9.48378849343726	8.8976936349215	10.2497209397467	9.59578433890998	10.4855756674146	10.100788795507	11.9422612268576	10.7011445687476	11.225414782428	12.1966159949555	9.14429532925269	12.7424284870385	9.39257305836109	13.0221748448208	11.4962292516564	13.5158078303805	9.99280439946118	9.37196053858624	10.2522829758245	9.94576690857811	12.2376488718252	14.7701262928423	9.5810673903981	8.57902807706871	8.689794956453
SFTPA2	0	3.93912510725243	0	1.41053740898091	1.63727611612456	3.50851242215558	0	0.71806244728272	0	4.0856794205459	0	0.634605316222472	0	0	10.0870748940576	2.20423926611675	0	1.31596125009476	1.25736138051813	1.69717738715082	3.24949261231948	17.2218631819985	3.37471050594597	0	0	1.91609077397972	1.03435531880744
ENSG00000287526	3.26271960377311	1.95150731157914	4.8344393169758	4.13615995651509	0	3.7747843513136	0	0	6.24759885293332	4.32012794417842	5.76238673910254	0	0	8.18604367690623	9.97077685672005	2.41412950651923	1.43385625866302	0	2.85949556294296	2.24420672052278	2.13885530000449	9.55209787889026	9.54628981924525	1.15788240152613	2.29065143613488	1.25519568180171	0
RORB	1.86612041163561	3.46430817299768	6.93615061946684	2.57895925562171	5.47970834317119	2.15711495846059	6.28333479980436	2.62287664930416	9.99819639528057	3.80559540102307	6.66963200689799	3.71757062344217	4.75946415586869	0	4.71546877655071	6.13503497352473	8.05317152480428	7.45362249368193	4.49531191775252	1.99646547480993	3.24949261231948	7.67353415869771	7.19254769214968	11.1376583447353	1.55894593286766	5.9222167568355	4.58858632901435
ENSG00000261555	0	0	0	4.86750850368443	0	0	6.31765913591054	6.72089893248405	0	0	0	0.634605316222472	7.10274983988146	0	1.92904470852483	0	0	1.31596125009476	5.46296895334461	5.23381520179159	1.43406095013454	0	1.35733005505587	0	0	0	0
ALG1L	1.21583679519169	2.40644859684391	5.58388016347809	3.2159594156196	0.768580835721523	3.99948484925577	5.58144502001171	4.47793982354606	2.47616485014539	0.999052832258419	4.24796411526196	2.10938656739893	6.41408750581995	6.19098086667247	2.38184939109038	4.07695109971015	1.43385625866302	3.99066592819426	3.89780301643401	4.45493162726221	7.99212989437168	3.76393602954775	2.50749463432329	1.79185303480287	4.48608583650575	1.91609077397972	3.87052021804523
RNU4-1	5.24933653749732	1.95150731157914	0	0	0	1.72544168607566	9.20420893227191	2.28387082749674	1.56368049759157	9.01491699057246	1.28690394902998	8.52521196331507	0	0	6.28948066536599	1.28884631550405	0	0	0.761532574832726	0	2.96499911331274	6.62910490106779	2.85766719437838	0	0	1.25519568180171	4.76579751814703
ACAN	7.42320294991914	3.26353815941057	6.96448875157639	7.07144215691743	4.32171276400889	4.89894203787166	6.77832450730879	4.09797171750092	12.3092051616912	3.99822355007351	7.49988430885726	6.60195282572736	6.1945119525383	6.4105495102902	4.36850349247874	9.55507057210005	9.86390500895909	7.47793720802126	5.84092987201604	3.85359200974695	4.53149438767328	5.43460932204357	10.3775923501089	9.3897935831447	7.93249894333499	8.61008603493355	4.70911174701114
ENSG00000287356	3.53381716792755	3.79753484876815	5.34612312120917	1.80221081432276	3.23926327122889	3.99948484925577	4.66557573180275	3.86239168992052	6.13164047339322	9.18793284806635	5.18114012107515	3.45223080983901	3.00415919600354	5.21059405381616	5.1739417392457	4.93490242005106	5.16528565831209	7.21411001936093	3.51467254285532	2.95009088863829	4.30178410457698	4.37686896063325	3.7545504541989	8.01999273149671	5.00639494204774	4.35176493078669	4.82033996494022
INHBA-AS1	0	1.95150731157914	0	0.871197717708603	1.93144578052267	3.6477827683096	1.52372477768391	0.71806244728272	5.5026357883279	5.42441389403458	3.15707801411927	2.82326891438083	1.00237815147651	1.58574418063149	0	3.47291419802915	2.13860412726656	0	0.761532574832726	1.99646547480993	2.13885530000449	0	4.93922706256138	6.70637759477849	0.980531690359711	1.25519568180171	1.6305901636256
ENSG00000225465	6.73008284383452	3.26353815941057	6.84763506936163	1.80221081432276	3.91378585497543	2.75852358923969	5.19499969086521	4.39191282753082	3.93965107609529	3.16824071752425	4.54353286193042	3.65566921646635	9.44353740524257	4.52468336473984	7.00860059995101	5.18433920879114	4.36242137029493	5.81039732213006	4.30544860132573	4.5500751610984	2.13885530000449	10.1155293617601	10.0898314594104	10.9193091687895	4.35500565365075	5.413115298536	5.76707494177074
CYS1	6.24290046146263	6.29333689634205	4.03428260053034	3.08110568494556	4.4198221043134	8.56286825358561	3.08768312494673	3.12757650587458	3.59507363035789	6.18795557629411	6.10185620692065	5.85571157744118	3.32620594905153	4.6449816747171	2.38184939109038	7.40827990212045	5.94039238720919	5.51382068191092	1.25736138051813	2.63989693906061	5.05914689361313	4.24629271490765	6.21759857348175	9.01033800337787	4.42203394139627	2.71105011558954	5.19529791894071
ADGRG2	5.48061750144819	5.02439177900914	3.80277090655623	4.38545452838611	4.21644157886455	11.7813777510269	3.82041094165071	4.90803036691887	8.24883304474993	4.16813538446253	5.29134650846812	6.37106949674972	4.58951718597966	1.58574418063149	3.91074687843711	5.44553186805035	4.68225557530984	4.7183390018303	5.65436767990516	3.51925790862566	3.69091276247982	2.4580198562865	4.51535173823324	9.95447826242556	5.20977000495075	4.2502747626056	9.9164625057859
HAL	3.61393409497029	11.7346789951727	5.53432793008676	0.871197717708603	5.36123530799598	2.48893321167242	4.43486633628842	3.79695348096221	5.09816654213525	2.32041232787344	2.90307174026123	3.71757062344217	3.17415011985105	2.32286605996911	4.36850349247874	4.19534058498803	5.47225425397965	3.69124970579216	3.96357604185982	3.42198934800994	14.2080995152471	4.6071543326249	0	3.0682891156816	2.55236781714934	2.36764662815009	4.38651889744537
GLT8D2	9.41967408185119	6.03397673633463	5.19486967915543	6.8087741631328	8.96331213418001	6.15699947551011	7.61495822280332	8.57077843738306	9.99543443395228	9.52558461770599	8.490127251719	10.6413382539972	6.73262808300809	8.73926187625619	6.09577068029799	10.4161497129727	8.82812838136198	6.18000294631492	6.75588567054969	6.41740520894548	7.90260861049685	7.48371078776642	7.65068948722349	12.3259451877624	6.83150141104838	5.413115298536	6.75376784310537
ENSG00000230699	0	1.28326521830399	0.855769840549742	0	1.63727611612456	1.72544168607566	2.24812461096631	0	6.63597968584657	0.999052832258419	0	0	2.0035657587661	0	0	1.66220042523829	4.98323175747007	3.84871150347791	0	0	1.43406095013454	2.67661600292028	0	7.3425180805141	0.980531690359711	1.91609077397972	2.05123097785301
KIF1A	4.42644576170559	3.46430817299768	9.89668909284221	5.46327599629963	7.81663948169449	8.81643534122354	5.46376836822154	0.71806244728272	13.2526408783289	3.16824071752425	2.2016640975211	1.4100908064671	5.25255504016218	3.70152193143276	1.26544579026993	3.56376148752854	7.69281184268756	11.7251773197474	1.62567809330205	1.31910116782648	0	6.22326377412435	10.9795971802697	4.53377149202716	3.7709878046994	6.5320314626464	3.76323927262801
FBN2	7.18170150407616	5.67768367497713	8.36875850792761	3.91610153216754	7.74747010111845	9.17993443899523	8.1120364856999	8.02033277117834	9.67362928679819	9.16552648583936	9.67761730021324	14.0733298419794	6.94722832031781	4.08856626629766	7.56329532924164	9.40189606431181	10.2080100090331	7.80065765032822	7.17916416005418	5.73684062453556	7.08175422575339	8.94196478329373	8.27750570394448	12.7242954887264	7.18988067202753	4.84498336504192	8.0391907524198
ALX4	5.73467738356245	0	3.80277090655623	2.36342460805138	3.34294025300541	1.10662085458724	4.55482788136967	4.99813339997718	6.7186868519667	2.99834204814577	3.37298700391357	2.7060065669172	2.32573125784173	3.46049744081326	4.36850349247874	6.7328497370679	5.19909352209186	6.69749625945017	3.32751168413604	2.8033147570651	2.96499911331274	2.67661600292028	6.51730934630668	4.67953274768779	2.77381805441942	2.71105011558954	1.03435531880744
COL13A1	8.39084364398589	6.53557236444337	5.25728648152166	4.64652239570579	7.89122048092137	10.7784756076243	5.58144502001171	7.65525225592124	8.3985045598506	7.36443874860551	11.9340095312595	11.8095960022602	5.9115639065054	7.05644598540912	4.86197006955327	8.49917411213377	9.38566614283537	5.92094265130515	5.48553329479287	5.42165994517596	9.7027068432214	6.52028607024579	8.69138038440534	11.4548777519144	7.21844463034179	4.97791617200416	6.91282460130966
ONECUT1	4.51257154598425	9.96432485160576	4.70605804227658	8.53455446151179	9.72333974879226	4.72109637773562	1.52372477768391	4.04258411847005	3.14147865578775	0	2.2016640975211	0	7.05999915083583	7.51686579562668	3.76936271175521	2.41412950651923	4.72929088925061	2.45128887891453	7.01824198691406	7.85794301954923	4.42120632088821	5.9361176616608	10.5498419008728	3.0682891156816	2.55236781714934	5.9222167568355	0
MAP2K5	9.51273890287907	10.0949034535178	10.7089891599862	11.0313726398956	10.7888240157136	9.31407817753592	10.3900152285275	10.2648124593707	8.81037902785176	9.7876408298382	9.52101077346387	9.36422865934614	9.54584263602188	10.2431545430932	9.59994292473291	9.70854197268308	8.32987026300069	9.85036331003015	9.87169138069514	9.89917214791411	9.91343888360768	9.49572940987369	10.0669026071729	9.41863207747	9.90628121018681	10.3310642438106	10.5835660419566
ENSG00000259123	0	0	0	3.33927841298177	0	0	4.0002340503107	3.98498490177253	0	0	5.26457406115893	0	2.32573125784173	0	0	0	0	0	5.39307786467799	6.4791539126786	0	0	0	0	0	0	1.03435531880744
COL7A1	8.6878190373111	6.26671687573465	8.92968519945992	7.73091920205109	8.59195407740315	10.0760610785956	7.30858710749613	8.72606903407628	12.5955730947831	13.1711577053472	11.1275945199444	11.7062773028912	7.02708370510877	7.92598004212557	6.61289831090241	7.41439598831138	11.0220909486919	7.31203205371143	6.50291109340167	7.0748050718491	14.2405567800334	8.46139483777663	10.4599001428442	11.2181562993734	6.37065546450374	8.41869943159179	8.60689198952199
MECOM	9.02470362024937	8.11759727472045	8.3329786517967	7.45226577119626	7.66984051713294	7.89846106528562	8.59036817866127	7.44706082183223	7.51502581062847	8.21727992581212	8.06677351986269	11.5731756667407	8.04912853662625	5.78251076746877	7.93011379292304	9.68090294689687	9.49687751163446	7.12453894690135	7.89538797745683	6.76351302115212	9.28922784911284	9.90034970896262	8.47410347247066	11.6653046241093	7.72916367847397	8.05482725530605	7.88139784307036
MEG3	10.6102620021304	8.19728546275999	6.0918501824158	3.08110568494556	15.264416844354	7.79736385882737	7.95735068932655	9.56519993133822	11.588035444822	9.25077358324347	9.84847375210626	9.58682669496807	8.65219898379731	9.71713295791167	7.33143373238002	11.4902626903336	9.94210335069674	5.88502720646046	7.95319628281053	7.08278293672783	8.34914365900183	7.60856981882131	12.224994147279	13.2406411698117	7.32736011489183	5.98674734042343	4.23414636345047
CHRNB2	3.04878559943347	4.06805278064	11.111368335992	2.36342460805138	8.06805485639549	5.10638165152889	2.72813242627792	2.76654047365782	4.92319920242286	1.99857901509519	4.07385657429277	1.68259660463775	2.58892391143365	11.4692868338223	5.05711840880573	6.13503497352473	3.48672387870582	3.51447215049891	4.25380437805149	3.42198934800994	5.96056368774348	1.48431770164401	10.5468320216248	4.99015702617722	10.1269947388795	5.26486933600016	1.03435531880744
GABRP	7.43978507194591	6.95785334298786	5.85001659937398	10.5292070923686	3.84481444928163	1.72544168607566	6.94129522707129	10.7013290370728	5.88337840631412	2.99834204814577	7.22924173561617	2.82326891438083	3.17415011985105	3.17096714723348	5.22898739279868	6.95889330158098	5.02152685726529	3.07867950738292	9.70743502904536	10.0005636242027	8.75362381398964	4.10271137127727	4.41328099576653	0	1.9706981234831	6.34776703789128	4.45706652804483
LUZP2	0.73237978558836	2.75179970656212	0	0	0.768580835721523	13.7088409311516	0	1.19531148479184	9.15536574450073	0.999052832258419	3.94489457228357	5.34982289355456	2.0035657587661	0	3.0036155669009	4.75381129986619	0.88817978483552	0	1.25736138051813	0.805336253835276	6.5111090770383	0	0	5.04499361789188	0	0	0
MFAP2	8.97437272493133	5.55104060565827	11.1463193691458	6.34749810163644	8.76759047370891	11.3357426839334	10.4703999116069	8.70392610795646	12.8225062381191	12.9147312097196	9.1939088540299	10.4904886380233	5.95887217226562	9.67182717232156	9.09582361042357	11.0942066582147	10.8005025608312	7.536989401376	7.50601434763173	6.56138925011452	8.85785957831046	10.7539974772998	11.0577970399353	12.5244250820786	6.42068021340529	3.7530650340693	4.31234332963923
NPR1	9.22134782841134	7.61477849681274	6.91694448961588	6.92161749816388	8.09800124350124	6.5611114448464	8.14107853865627	8.34043159765826	7.79040650688079	12.177392555754	8.0860154421134	8.32848428864832	8.46006609218395	7.74935976005118	7.91340726261466	10.2100956699389	11.4261410645456	9.28122815393329	8.27476956987906	6.63918878520666	8.9301158516286	8.69211388724416	8.57210033020506	7.58384245506986	8.81886370973573	6.37212883077307	7.73292060957166
AGTR1	7.02201910510995	9.99708233343229	2.55049319030421	3.55818814936822	3.69611443154724	3.6477827683096	5.33563382419135	6.37349787959397	6.48663682013273	4.95236251918914	4.71153206726765	6.43695317092882	5.1338998406591	5.42740986240717	3.76936271175521	7.94042367565265	5.85813634323437	7.37811844775437	5.80549768628599	3.92633233872993	5.65420085846075	4.70983513499532	4.78428403886045	9.79165515858964	3.66429050953293	2.36764662815009	2.86575833105217
UCHL1	7.31351057395106	5.14622389166964	2.90261263469752	3.33927841298177	5.43347992315014	5.75640182362592	7.4233641079486	7.22870691814042	7.53037194169914	7.25550527838905	8.88890354390307	9.77781103643499	9.39920803394865	7.57859505359913	5.90613592814712	8.44642805566235	13.1216456653154	5.88502720646046	5.87551267219957	4.3530677170487	6.17964276414368	7.02729863292613	9.76149924499466	11.5497732666603	5.98377614436947	4.35176493078669	8.02764700729928
ENSG00000223749	7.51995185697023	5.20348711316791	4.87481401030884	4.13615995651509	6.64683421863993	7.60564496361451	7.04737167686072	8.33179354934093	8.42063503180769	8.06420130809135	7.41721582109215	9.58059388828054	6.63406108356742	7.05644598540912	7.97105282823813	9.01801190493518	7.77916612423023	7.96449582690728	5.69366012671413	5.99535915747551	4.90376423127084	6.60265997099149	5.98832640480322	8.6212594584117	6.9945234013598	5.36537275163539	5.3516117602811
